species,year,season,prey.species,prey.sex,prey.age,prey.mass,prey.size,edible.biomass
leopard,2013,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,dry,"Duiker, common",unknown,subadult,11.5,small,10.4
leopard,2015,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,dry,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2014,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,dry,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,dry,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,subadult,11.5,small,10.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,subadult,11.5,small,10.4
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,subadult,11.5,small,10.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2015,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,subadult,11.5,small,10.4
leopard,2013,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,subadult,11.5,small,10.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,subadult,11.5,small,10.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2014,wet,"Duiker, common",unknown,subadult,11.5,small,10.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2013,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,subadult,11.5,small,10.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2015,wet,"Duiker, common",unknown,juvenile,4.9,small,4.4
leopard,2014,wet,"Duiker, common",unknown,adult,16.5,small,14.9
leopard,2013,dry,"Francolin, crested",unknown,adult,0.4,small,0.4
leopard,2014,dry,"Genet, large spotted",unknown,subadult,1.2,small,1.1
leopard,2015,dry,Giraffe,unknown,juvenile,303.0,large,212.1
leopard,2015,wet,"Goose, Egyptian",unknown,juvenile,0.6,small,0.5
leopard,2014,dry,"Guineafowl, helmeted",unknown,adult,1.3,small,1.2
leopard,2014,dry,"Guineafowl, helmeted",unknown,adult,1.3,small,1.2
leopard,2015,dry,"Guineafowl, helmeted",unknown,adult,1.3,small,1.2
leopard,2015,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2014,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2013,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2014,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2014,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,dry,"Hare, scrub",unknown,juvenile,0.7,small,0.6
leopard,2015,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2014,dry,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2013,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2014,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2014,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2014,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2014,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,wet,"Hare, scrub",unknown,subadult,1.7,small,1.5
leopard,2015,wet,"Hare, scrub",unknown,adult,2.4,small,2.2
leopard,2015,wet,"Hyaena, spotted",male,subadult,43.8,medium,35.0
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2013,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2013,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2013,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2013,dry,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,female,subadult,28.6,medium,22.9
leopard,2014,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,dry,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
