species,year,season,prey.species,prey.sex,prey.age,prey.mass,prey.size,edible.biomass
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2013,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2014,wet,Impala,female,subadult,28.6,medium,22.9
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2015,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,wet,Impala,female,adult,40.9,medium,32.7
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2014,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2014,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,subadult,38.1,medium,30.5
leopard,2013,dry,Impala,male,adult,54.4,medium,43.5
leopard,2015,dry,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2014,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2014,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2013,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2014,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2013,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2014,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2013,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2014,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2013,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,subadult,38.1,medium,30.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2015,wet,Impala,male,adult,54.4,medium,43.5
leopard,2014,wet,Impala,male,adult,54.4,medium,43.5
