"species","year","prey.species","prey.sex","prey.age","prey.mass","prey.size","edible.biomass","nonedible.biomass","prey.taste"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2013,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2014,"Impala","female","subadult",28.6,"medium",22.9,5.7,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2015,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","female","adult",40.9,"medium",32.7,8.2,"good"
"leopard",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2013,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2013,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2015,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","adult",54.4,"medium",43.5,10.9,"neutral"
"leopard",2014,"Impala","male","subadult",38.1,"medium",30.5,7.6,"good"
