"species","year","prey.species","prey.sex","prey.age","prey.mass","prey.size","edible.biomass","nonedible.biomass","prey.taste"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2015,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2013,"Impala",NA,"juvenile",14.3,"small",12.9,1.4,"delicious"
"leopard",2014,"Jackal, side-striped",NA,"adult",8.9,"small",8,0.9,"delicious"
"leopard",2015,"Jackal, side-striped",NA,"adult",8.9,"small",8,0.9,"delicious"
"leopard",2015,"Jackal, side-striped",NA,"adult",8.9,"small",8,0.9,"delicious"
"leopard",2015,"Klipspringer",NA,"juvenile",3.6,"small",3.2,0.4,"delicious"
"leopard",2014,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"leopard",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"leopard",2015,"Kudu","female","subadult",106.5,"large",79.9,26.6,"bad"
"leopard",2013,"Kudu","female","subadult",106.5,"large",79.9,26.6,"bad"
"leopard",2014,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"leopard",2015,"Kudu","female","subadult",106.5,"large",79.9,26.6,"bad"
"leopard",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"leopard",2015,"Kudu","female","subadult",106.5,"large",79.9,26.6,"bad"
"leopard",2015,"Kudu","female","subadult",106.5,"large",79.9,26.6,"bad"
"leopard",2015,"Kudu","female","subadult",106.5,"large",79.9,26.6,"bad"
"leopard",2014,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"leopard",2014,"Kudu","female","subadult",106.5,"large",79.9,26.6,"bad"
"leopard",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"leopard",2015,"Kudu","female","subadult",106.5,"large",79.9,26.6,"bad"
"leopard",2015,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"leopard",2014,"Kudu","female","adult",152.1,"large",106.5,45.6,"bad"
"leopard",2015,"Kudu","female","subadult",106.5,"large",79.9,26.6,"bad"
"leopard",2013,"Kudu","male","adult",220.8,"large",154.6,66.2,"bad"
"leopard",2015,"Kudu","male","adult",220.8,"large",154.6,66.2,"bad"
"leopard",2014,"Kudu","male","subadult",154.6,"large",108.2,46.4,"bad"
"leopard",2014,"Kudu","male","subadult",154.6,"large",108.2,46.4,"bad"
"leopard",2015,"Kudu","male","adult",220.8,"large",154.6,66.2,"bad"
"leopard",2014,"Kudu","male","subadult",154.6,"large",108.2,46.4,"bad"
"leopard",2014,"Kudu","male","subadult",154.6,"large",108.2,46.4,"bad"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2013,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2015,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Kudu",NA,"juvenile",55.9,"medium",44.7,11.2,"neutral"
"leopard",2014,"Leopard",NA,"juvenile",42.5,"medium",34,8.5,"neutral"
"leopard",2014,"Leopard",NA,"juvenile",25,"small",20,5,"delicious"
"leopard",2015,"Leopard",NA,"juvenile",12,"small",10.8,1.2,"delicious"
"leopard",2015,"Leopard",NA,"juvenile",3,"small",2.7,0.3,"delicious"
"leopard",2014,"Leopard",NA,"juvenile",1,"small",0.9,0.1,"delicious"
"leopard",2015,"Mongoose, banded",NA,"adult",1.4,"small",1.3,0.0999999999999999,"delicious"
"leopard",2014,"Mongoose, banded",NA,"subadult",0.9,"small",0.8,0.1,"delicious"
"leopard",2015,"Mongoose, slender",NA,"adult",0.6,"small",0.5,0.1,"delicious"
"leopard",2014,"Mongoose, white-tailed",NA,"adult",4.3,"small",3.9,0.4,"delicious"
"leopard",2015,"Mongoose, white-tailed",NA,"adult",4.3,"small",3.9,0.4,"delicious"
"leopard",2013,"Monitor, rock",NA,"juvenile",2.2,"small",2,0.2,"delicious"
"leopard",2015,"Monitor, rock",NA,"adult",7.3,"small",6.6,0.7,"delicious"
"leopard",2015,"Monitor, rock",NA,"adult",7.3,"small",6.6,0.7,"delicious"
"leopard",2015,"Monitor, rock",NA,"adult",7.3,"small",6.6,0.7,"delicious"
"leopard",2015,"Monitor, water",NA,"adult",5,"small",4.5,0.5,"delicious"
"leopard",2015,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2013,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2015,"Monkey, vervet",NA,"subadult",3.4,"small",3.1,0.3,"delicious"
"leopard",2015,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2013,"Monkey, vervet",NA,"subadult",3.4,"small",3.1,0.3,"delicious"
"leopard",2014,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2015,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2015,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2014,"Monkey, vervet",NA,"juvenile",1.4,"small",1.3,0.0999999999999999,"delicious"
"leopard",2013,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2013,"Monkey, vervet",NA,"juvenile",1.4,"small",1.3,0.0999999999999999,"delicious"
"leopard",2015,"Monkey, vervet",NA,"subadult",3.4,"small",3.1,0.3,"delicious"
"leopard",2015,"Monkey, vervet",NA,"juvenile",1.4,"small",1.3,0.0999999999999999,"delicious"
"leopard",2014,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2015,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2014,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2013,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2014,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2014,"Monkey, vervet",NA,"juvenile",1.4,"small",1.3,0.0999999999999999,"delicious"
"leopard",2014,"Monkey, vervet",NA,"subadult",3.4,"small",3.1,0.3,"delicious"
"leopard",2015,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2015,"Monkey, vervet",NA,"juvenile",1.4,"small",1.3,0.0999999999999999,"delicious"
"leopard",2014,"Monkey, vervet",NA,"juvenile",1.4,"small",1.3,0.0999999999999999,"delicious"
"leopard",2015,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2015,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2015,"Monkey, vervet",NA,"adult",4.8,"small",4.3,0.5,"delicious"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2013,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2013,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2014,"Nyala","male","adult",107.5,"large",80.6,26.9,"bad"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2014,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2014,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2014,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2013,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2015,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2013,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2014,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2014,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2014,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2015,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2013,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2014,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2013,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2013,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2015,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2013,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2013,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2013,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2013,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
"leopard",2013,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2015,"Nyala","female","subadult",43.3,"medium",34.6,8.7,"neutral"
"leopard",2015,"Nyala","female","adult",61.8,"medium",49.4,12.4,"neutral"
